File Name,Subdirectory,Proportion
crossmatch-result-21076.txt,"21076,",95.29
crossmatch-result-21922.txt,"21922,",94.26
crossmatch-result-20174.txt,"20174,",85.72
crossmatch-result-20176.txt,"20176,",81.94
crossmatch-result-20814.txt,"20814,",95.83
crossmatch-result-20819.txt,"20819,",90.16
crossmatch-result-20822.txt,"20822,",93.69
crossmatch-result-21700.txt,"21700,",89.27
crossmatch-result-21882.txt,"21882,",95.54
crossmatch-result-21149.txt,"21149,",93.96
crossmatch-result-21042.txt,"21042,",93.55
crossmatch-result-21454.txt,"21454,",94.0
crossmatch-result-20562.txt,"20562,",95.38
crossmatch-result-20464.txt,"20464,",94.41
crossmatch-result-25441.txt,"25441,",91.47
crossmatch-result-21107.txt,"21107,",95.34
crossmatch-result-20771.txt,"20771,",94.2
crossmatch-result-21645.txt,"21645,",94.02
crossmatch-result-20636.txt,"20636,",94.84
crossmatch-result-22660.txt,"22660,",84.11
crossmatch-result-20641.txt,"20641,",83.68
crossmatch-result-22333.txt,"22333,",95.97
crossmatch-result-20794.txt,"20794,",93.46
crossmatch-result-21916.txt,"21916,",93.92
crossmatch-result-21423.txt,"21423,",96.27
crossmatch-result-20857.txt,"20857,",94.02
crossmatch-result-21919.txt,"21919,",94.48
crossmatch-result-20796.txt,"20796,",95.24
crossmatch-result-21564.txt,"21564,",94.78
crossmatch-result-22349.txt,"22349,",95.73
crossmatch-result-22876.txt,"22876,",94.39
crossmatch-result-20602.txt,"20602,",95.54
crossmatch-result-40932.txt,"40932,",95.36
crossmatch-result-21868.txt,"21868,",95.64
crossmatch-result-20675.txt,"20675,",92.36
crossmatch-result-33334.txt,"33334,",95.87
crossmatch-result-21511.txt,"21511,",93.15
crossmatch-result-20678.txt,"20678,",89.19
crossmatch-result-20515.txt,"20515,",95.17
crossmatch-result-20411.txt,"20411,",95.23
crossmatch-result-21146.txt,"21146,",93.88
crossmatch-result-21880.txt,"21880,",93.49
crossmatch-result-21040.txt,"21040,",95.36
crossmatch-result-20912.txt,"20912,",94.99
crossmatch-result-20910.txt,"20910,",93.84
crossmatch-result-20968.txt,"20968,",94.73
crossmatch-result-20521.txt,"20521,",92.97
crossmatch-result-29383.txt,"29383,",94.09
crossmatch-result-20286.txt,"20286,",82.85
crossmatch-result-21734.txt,"21734,",94.71
crossmatch-result-21736.txt,"21736,",94.42
crossmatch-result-20639.txt,"20639,",84.43
crossmatch-result-21955.txt,"21955,",92.0
crossmatch-result-21604.txt,"21604,",94.38
crossmatch-result-20585.txt,"20585,",95.12
crossmatch-result-21421.txt,"21421,",95.26
crossmatch-result-21673.txt,"21673,",94.73
crossmatch-result-25477.txt,"25477,",86.93
crossmatch-result-21566.txt,"21566,",94.37
crossmatch-result-22053.txt,"22053,",95.35
crossmatch-result-23180.txt,"23180,",93.14
crossmatch-result-20481.txt,"20481,",83.95
crossmatch-result-20816.txt,"20816,",93.71
crossmatch-result-21632.txt,"21632,",94.17
crossmatch-result-20450.txt,"20450,",94.81
crossmatch-result-21702.txt,"21702,",94.75
crossmatch-result-20452.txt,"20452,",94.94
crossmatch-result-21197.txt,"21197,",95.61
crossmatch-result-20692.txt,"20692,",93.34
crossmatch-result-29379.txt,"29379,",95.29
crossmatch-result-21052.txt,"21052,",94.0
crossmatch-result-20572.txt,"20572,",94.92
crossmatch-result-20570.txt,"20570,",93.76
crossmatch-result-21689.txt,"21689,",93.75
crossmatch-result-23175.txt,"23175,",93.29
crossmatch-result-21616.txt,"21616,",92.9
crossmatch-result-21753.txt,"21753,",94.03
crossmatch-result-20300.txt,"20300,",86.05
crossmatch-result-20299.txt,"20299,",87.34
crossmatch-result-21396.txt,"21396,",93.56
crossmatch-result-21407.txt,"21407,",94.89
crossmatch-result-22529.txt,"22529,",89.87
crossmatch-result-22463.txt,"22463,",93.17
crossmatch-result-20720.txt,"20720,",91.55
crossmatch-result-20531.txt,"20531,",93.53
crossmatch-result-20150.txt,"20150,",94.85
crossmatch-result-20757.txt,"20757,",95.76
crossmatch-result-21373.txt,"21373,",94.2
crossmatch-result-21996.txt,"21996,",88.12
crossmatch-result-20763.txt,"20763,",96.11
crossmatch-result-20761.txt,"20761,",96.26
crossmatch-result-22323.txt,"22323,",96.5
crossmatch-result-21050.txt,"21050,",94.39
crossmatch-result-21470.txt,"21470,",94.37
crossmatch-result-21767.txt,"21767,",88.84
crossmatch-result-21877.txt,"21877,",91.93
crossmatch-result-21655.txt,"21655,",94.51
crossmatch-result-25451.txt,"25451,",88.27
crossmatch-result-20334.txt,"20334,",92.71
crossmatch-result-33588.txt,"33588,",82.91
crossmatch-result-20296.txt,"20296,",84.69
crossmatch-result-21200.txt,"21200,",96.0
crossmatch-result-22461.txt,"22461,",91.05
crossmatch-result-20789.txt,"20789,",94.27
crossmatch-result-25467.txt,"25467,",87.51
crossmatch-result-21843.txt,"21843,",94.67
crossmatch-result-20845.txt,"20845,",93.74
crossmatch-result-21661.txt,"21661,",91.38
crossmatch-result-22039.txt,"22039,",95.71
crossmatch-result-20653.txt,"20653,",87.48
crossmatch-result-22455.txt,"22455,",94.83
crossmatch-result-20784.txt,"20784,",91.2
crossmatch-result-22034.txt,"22034,",95.4
crossmatch-result-21971.txt,"21971,",92.87
crossmatch-result-21495.txt,"21495,",94.57
crossmatch-result-21332.txt,"21332,",94.17
crossmatch-result-33098.txt,"33098,",94.19
crossmatch-result-21497.txt,"21497,",92.42
crossmatch-result-23100.txt,"23100,",92.59
crossmatch-result-20533.txt,"20533,",92.38
crossmatch-result-21501.txt,"21501,",91.82
crossmatch-result-29340.txt,"29340,",93.05
crossmatch-result-20665.txt,"20665,",92.7
crossmatch-result-20438.txt,"20438,",89.25
crossmatch-result-20442.txt,"20442,",90.38
crossmatch-result-20401.txt,"20401,",95.54
crossmatch-result-21083.txt,"21083,",94.73
crossmatch-result-21875.txt,"21875,",86.01
crossmatch-result-20680.txt,"20680,",91.8
crossmatch-result-20403.txt,"20403,",96.24
crossmatch-result-20894.txt,"20894,",95.57
crossmatch-result-20832.txt,"20832,",92.62
crossmatch-result-20624.txt,"20624,",92.12
crossmatch-result-20294.txt,"20294,",85.62
crossmatch-result-20343.txt,"20343,",91.58
crossmatch-result-21154.txt,"21154,",95.36
crossmatch-result-21394.txt,"21394,",90.8
crossmatch-result-20651.txt,"20651,",84.68
crossmatch-result-23099.txt,"23099,",92.29
crossmatch-result-24631.txt,"24631,",92.18
crossmatch-result-21619.txt,"21619,",94.91
crossmatch-result-22881.txt,"22881,",94.75
crossmatch-result-21932.txt,"21932,",94.32
crossmatch-result-20612.txt,"20612,",86.43
crossmatch-result-21444.txt,"21444,",94.75
crossmatch-result-20830.txt,"20830,",95.43
crossmatch-result-29571.txt,"29571,",96.21
crossmatch-result-20755.txt,"20755,",95.46
crossmatch-result-20375.txt,"20375,",89.84
crossmatch-result-20493.txt,"20493,",91.67
crossmatch-result-21593.txt,"21593,",95.49
crossmatch-result-21906.txt,"21906,",94.32
crossmatch-result-21839.txt,"21839,",94.65
crossmatch-result-20786.txt,"20786,",92.08
crossmatch-result-20390.txt,"20390,",89.3
crossmatch-result-20474.txt,"20474,",91.63
crossmatch-result-20597.txt,"20597,",93.93
crossmatch-result-20392.txt,"20392,",89.46
crossmatch-result-21684.txt,"21684,",93.63
crossmatch-result-20507.txt,"20507,",93.62
crossmatch-result-20806.txt,"20806,",93.7
crossmatch-result-20479.txt,"20479,",83.02
crossmatch-result-41469.txt,"41469,",91.74
crossmatch-result-21431.txt,"21431,",95.38
crossmatch-result-21620.txt,"21620,",95.65
crossmatch-result-20682.txt,"20682,",89.86
crossmatch-result-21948.txt,"21948,",91.27
crossmatch-result-25453.txt,"25453,",89.96
crossmatch-result-21540.txt,"21540,",96.34
crossmatch-result-21542.txt,"21542,",95.16
crossmatch-result-21904.txt,"21904,",93.12
crossmatch-result-21472.txt,"21472,",92.93
crossmatch-result-21405.txt,"21405,",94.74
crossmatch-result-20716.txt,"20716,",87.46
crossmatch-result-21408.txt,"21408,",93.48
crossmatch-result-21909.txt,"21909,",93.81
crossmatch-result-20719.txt,"20719,",88.53
crossmatch-result-20847.txt,"20847,",94.89
crossmatch-result-22672.txt,"22672,",85.63
crossmatch-result-21069.txt,"21069,",94.72
crossmatch-result-20595.txt,"20595,",88.4
crossmatch-result-33326.txt,"33326,",94.24
crossmatch-result-20166.txt,"20166,",82.05
crossmatch-result-20476.txt,"20476,",94.05
crossmatch-result-25480.txt,"25480,",90.23
crossmatch-result-20804.txt,"20804,",95.62
crossmatch-result-20169.txt,"20169,",87.39
crossmatch-result-23178.txt,"23178,",91.98
crossmatch-result-22354.txt,"22354,",94.11
crossmatch-result-20437.txt,"20437,",94.94
crossmatch-result-21930.txt,"21930,",93.36
crossmatch-result-22565.txt,"22565,",91.84
crossmatch-result-21765.txt,"21765,",95.98
crossmatch-result-20610.txt,"20610,",83.04
crossmatch-result-20273.txt,"20273,",93.87
crossmatch-result-20902.txt,"20902,",94.78
crossmatch-result-20629.txt,"20629,",95.65
crossmatch-result-21156.txt,"21156,",93.81
crossmatch-result-20339.txt,"20339,",92.5
crossmatch-result-20341.txt,"20341,",92.46
crossmatch-result-21710.txt,"21710,",92.58
crossmatch-result-21947.txt,"21947,",92.32
crossmatch-result-20505.txt,"20505,",88.99
crossmatch-result-21658.txt,"21658,",92.8
crossmatch-result-22041.txt,"22041,",95.24
crossmatch-result-20848.txt,"20848,",95.35
crossmatch-result-25468.txt,"25468,",90.82
crossmatch-result-20164.txt,"20164,",84.2
crossmatch-result-22145.txt,"22145,",94.39
crossmatch-result-41135.txt,"41135,",95.44
crossmatch-result-41554.txt,"41554,",94.24
crossmatch-result-20809.txt,"20809,",95.72
crossmatch-result-20667.txt,"20667,",93.64
crossmatch-result-20668.txt,"20668,",92.96
crossmatch-result-23925.txt,"23925,",91.91
crossmatch-result-20440.txt,"20440,",91.1
crossmatch-result-22486.txt,"22486,",93.73
crossmatch-result-20758.txt,"20758,",94.33
crossmatch-result-20377.txt,"20377,",89.14
crossmatch-result-21591.txt,"21591,",96.31
crossmatch-result-21892.txt,"21892,",95.79
crossmatch-result-20714.txt,"20714,",92.11
crossmatch-result-21834.txt,"21834,",93.2
crossmatch-result-22524.txt,"22524,",90.05
crossmatch-result-21292.txt,"21292,",96.61
crossmatch-result-22526.txt,"22526,",90.98
crossmatch-result-21836.txt,"21836,",93.22
crossmatch-result-21066.txt,"21066,",95.61
crossmatch-result-21663.txt,"21663,",92.85
crossmatch-result-25465.txt,"25465,",85.75
crossmatch-result-22043.txt,"22043,",95.44
crossmatch-result-22458.txt,"22458,",95.23
crossmatch-result-21330.txt,"21330,",93.01
crossmatch-result-20598.txt,"20598,",95.46
crossmatch-result-21498.txt,"21498,",93.1
crossmatch-result-23821.txt,"23821,",94.78
crossmatch-result-24633.txt,"24633,",93.82
crossmatch-result-21686.txt,"21686,",94.97
crossmatch-result-22148.txt,"22148,",96.51
crossmatch-result-21433.txt,"21433,",95.03
crossmatch-result-22883.txt,"22883,",85.19
crossmatch-result-22484.txt,"22484,",92.87
crossmatch-result-21768.txt,"21768,",96.71
crossmatch-result-22000.txt,"22000,",93.84
crossmatch-result-21999.txt,"21999,",92.71
crossmatch-result-21878.txt,"21878,",94.0
crossmatch-result-20896.txt,"20896,",95.52
crossmatch-result-21446.txt,"21446,",94.61
crossmatch-result-20899.txt,"20899,",96.18
crossmatch-result-37725.txt,"37725,",95.65
crossmatch-result-20152.txt,"20152,",85.11
crossmatch-result-20336.txt,"20336,",91.75
crossmatch-result-21890.txt,"21890,",95.07
crossmatch-result-22649.txt,"22649,",84.06
crossmatch-result-20378.txt,"20378,",91.27
crossmatch-result-21399.txt,"21399,",93.74
crossmatch-result-21657.txt,"21657,",93.99
crossmatch-result-22036.txt,"22036,",95.12
crossmatch-result-21064.txt,"21064,",91.75
crossmatch-result-22457.txt,"22457,",90.99
crossmatch-result-21841.txt,"21841,",92.5
crossmatch-result-20722.txt,"20722,",91.92
crossmatch-result-21751.txt,"21751,",94.37
crossmatch-result-21973.txt,"21973,",95.21
crossmatch-result-23862.txt,"23862,",85.9
crossmatch-result-23177.txt,"23177,",92.22
crossmatch-result-22356.txt,"22356,",92.86
crossmatch-result-21503.txt,"21503,",93.26
crossmatch-result-21622.txt,"21622,",94.48
crossmatch-result-25707.txt,"25707,",84.13
crossmatch-result-20900.txt,"20900,",95.8
crossmatch-result-21449.txt,"21449,",93.99
crossmatch-result-29573.txt,"29573,",95.63
crossmatch-result-20918.txt,"20918,",94.0
crossmatch-result-20463.txt,"20463,",93.61
crossmatch-result-20419.txt,"20419,",93.99
crossmatch-result-21453.txt,"21453,",92.46
crossmatch-result-20568.txt,"20568,",94.51
crossmatch-result-20960.txt,"20960,",92.78
crossmatch-result-21818.txt,"21818,",90.38
crossmatch-result-20962.txt,"20962,",94.69
crossmatch-result-20173.txt,"20173,",86.17
crossmatch-result-21746.txt,"21746,",91.53
crossmatch-result-21175.txt,"21175,",95.55
crossmatch-result-21603.txt,"21603,",95.6
crossmatch-result-20580.txt,"20580,",95.38
crossmatch-result-20524.txt,"20524,",91.36
crossmatch-result-20852.txt,"20852,",95.69
crossmatch-result-21969.txt,"21969,",94.48
crossmatch-result-20354.txt,"20354,",92.07
crossmatch-result-21928.txt,"21928,",96.08
crossmatch-result-21707.txt,"21707,",91.76
crossmatch-result-20828.txt,"20828,",95.77
crossmatch-result-22896.txt,"22896,",88.2
crossmatch-result-25497.txt,"25497,",85.06
crossmatch-result-20954.txt,"20954,",96.08
crossmatch-result-20633.txt,"20633,",95.62
crossmatch-result-29583.txt,"29583,",95.64
crossmatch-result-21048.txt,"21048,",93.55
crossmatch-result-20701.txt,"20701,",94.94
crossmatch-result-21045.txt,"21045,",94.79
crossmatch-result-21691.txt,"21691,",94.17
crossmatch-result-21966.txt,"21966,",93.33
crossmatch-result-22334.txt,"22334,",96.61
crossmatch-result-21071.txt,"21071,",93.92
crossmatch-result-21426.txt,"21426,",94.58
crossmatch-result-40979.txt,"40979,",94.03
crossmatch-result-37889.txt,"37889,",95.07
crossmatch-result-21927.txt,"21927,",93.12
crossmatch-result-20318.txt,"20318,",93.49
crossmatch-result-22899.txt,"22899,",86.7
crossmatch-result-20565.txt,"20565,",94.09
crossmatch-result-33120.txt,"33120,",93.94
crossmatch-result-25446.txt,"25446,",89.94
crossmatch-result-20698.txt,"20698,",94.79
crossmatch-result-21102.txt,"21102,",94.73
crossmatch-result-20388.txt,"20388,",90.9
crossmatch-result-21468.txt,"21468,",95.7
crossmatch-result-20526.txt,"20526,",89.43
crossmatch-result-22665.txt,"22665,",84.74
crossmatch-result-22610.txt,"22610,",95.34
crossmatch-result-21555.txt,"21555,",94.22
crossmatch-result-21557.txt,"21557,",94.64
crossmatch-result-22341.txt,"22341,",90.17
crossmatch-result-21561.txt,"21561,",94.13
crossmatch-result-21679.txt,"21679,",94.86
crossmatch-result-20529.txt,"20529,",94.35
crossmatch-result-20211.txt,"20211,",83.57
crossmatch-result-21429.txt,"21429,",93.54
crossmatch-result-22060.txt,"22060,",94.45
crossmatch-result-25655.txt,"25655,",84.37
crossmatch-result-20486.txt,"20486,",87.72
crossmatch-result-21693.txt,"21693,",94.25
crossmatch-result-21705.txt,"21705,",91.96
crossmatch-result-22900.txt,"22900,",83.75
crossmatch-result-21451.txt,"21451,",93.76
crossmatch-result-21708.txt,"21708,",95.13
crossmatch-result-21383.txt,"21383,",92.47
crossmatch-result-20774.txt,"20774,",95.92
crossmatch-result-21815.txt,"21815,",94.73
crossmatch-result-21888.txt,"21888,",81.42
crossmatch-result-21589.txt,"21589,",96.35
crossmatch-result-21047.txt,"21047,",94.03
crossmatch-result-20567.txt,"20567,",95.31
crossmatch-result-21821.txt,"21821,",94.94
crossmatch-result-22336.txt,"22336,",88.95
crossmatch-result-22668.txt,"22668,",85.09
crossmatch-result-21410.txt,"21410,",94.03
crossmatch-result-20649.txt,"20649,",83.53
crossmatch-result-21558.txt,"21558,",94.59
crossmatch-result-21674.txt,"21674,",92.32
crossmatch-result-21854.txt,"21854,",94.18
crossmatch-result-20356.txt,"20356,",89.62
crossmatch-result-20738.txt,"20738,",94.78
crossmatch-result-22059.txt,"22059,",93.94
crossmatch-result-22474.txt,"22474,",92.19
crossmatch-result-21981.txt,"21981,",95.24
crossmatch-result-21983.txt,"21983,",94.53
crossmatch-result-22062.txt,"22062,",94.84
crossmatch-result-20607.txt,"20607,",92.44
crossmatch-result-24629.txt,"24629,",95.2
crossmatch-result-20813.txt,"20813,",94.64
crossmatch-result-22479.txt,"22479,",92.84
crossmatch-result-22150.txt,"22150,",94.43
crossmatch-result-20362.txt,"20362,",95.21
crossmatch-result-20321.txt,"20321,",94.22
crossmatch-result-21862.txt,"21862,",95.34
crossmatch-result-21143.txt,"21143,",96.44
crossmatch-result-20414.txt,"20414,",95.25
crossmatch-result-25498.txt,"25498,",86.92
crossmatch-result-21099.txt,"21099,",95.34
crossmatch-result-20695.txt,"20695,",94.5
crossmatch-result-21638.txt,"21638,",95.09
crossmatch-result-29581.txt,"29581,",94.47
crossmatch-result-33590.txt,"33590,",84.14
crossmatch-result-20915.txt,"20915,",93.28
crossmatch-result-20776.txt,"20776,",71.51
crossmatch-result-21733.txt,"21733,",93.14
crossmatch-result-22598.txt,"22598,",93.35
crossmatch-result-20646.txt,"20646,",83.64
crossmatch-result-21911.txt,"21911,",94.91
crossmatch-result-21964.txt,"21964,",93.6
crossmatch-result-20850.txt,"20850,",95.03
crossmatch-result-21424.txt,"21424,",95.47
crossmatch-result-21676.txt,"21676,",93.88
crossmatch-result-20735.txt,"20735,",95.07
crossmatch-result-22054.txt,"22054,",96.07
crossmatch-result-23538.txt,"23538,",92.08
crossmatch-result-20171.txt,"20171,",85.11
crossmatch-result-23185.txt,"23185,",92.82
crossmatch-result-20484.txt,"20484,",82.84
crossmatch-result-22152.txt,"22152,",94.28
crossmatch-result-33333.txt,"33333,",93.79
crossmatch-result-20827.txt,"20827,",95.67
crossmatch-result-21094.txt,"21094,",95.15
crossmatch-result-21887.txt,"21887,",94.78
crossmatch-result-20455.txt,"20455,",94.1
crossmatch-result-33114.txt,"33114,",94.44
crossmatch-result-20420.txt,"20420,",93.35
crossmatch-result-21817.txt,"21817,",94.71
crossmatch-result-21311.txt,"21311,",95.18
crossmatch-result-20631.txt,"20631,",95.31
crossmatch-result-20703.txt,"20703,",95.06
crossmatch-result-25444.txt,"25444,",87.16
crossmatch-result-22021.txt,"22021,",96.08
crossmatch-result-20697.txt,"20697,",95.03
crossmatch-result-20461.txt,"20461,",93.93
crossmatch-result-20387.txt,"20387,",89.11
crossmatch-result-21467.txt,"21467,",95.24
crossmatch-result-21177.txt,"21177,",95.54
crossmatch-result-21178.txt,"21178,",95.93
crossmatch-result-21744.txt,"21744,",94.06
crossmatch-result-21913.txt,"21913,",94.61
crossmatch-result-25472.txt,"25472,",86.16
crossmatch-result-20737.txt,"20737,",95.65
crossmatch-result-20213.txt,"20213,",83.8
crossmatch-result-22056.txt,"22056,",95.35
crossmatch-result-20605.txt,"20605,",92.81
crossmatch-result-20811.txt,"20811,",92.54
crossmatch-result-40935.txt,"40935,",91.76
crossmatch-result-20228.txt,"20228,",95.4
crossmatch-result-20315.txt,"20315,",94.47
crossmatch-result-20512.txt,"20512,",94.43
crossmatch-result-20323.txt,"20323,",94.11
crossmatch-result-20457.txt,"20457,",93.64
crossmatch-result-20416.txt,"20416,",94.78
crossmatch-result-20458.txt,"20458,",95.49
crossmatch-result-21096.txt,"21096,",94.16
crossmatch-result-20956.txt,"20956,",94.33
crossmatch-result-20959.txt,"20959,",92.69
crossmatch-result-20921.txt,"20921,",94.57
crossmatch-result-20422.txt,"20422,",93.32
crossmatch-result-20917.txt,"20917,",93.7
crossmatch-result-21642.txt,"21642,",92.6
crossmatch-result-33404.txt,"33404,",94.57
crossmatch-result-21950.txt,"21950,",94.41
crossmatch-result-20791.txt,"20791,",92.22
crossmatch-result-20266.txt,"20266,",88.35
crossmatch-result-22682.txt,"22682,",94.55
crossmatch-result-21925.txt,"21925,",95.32
crossmatch-result-21859.txt,"21859,",94.43
crossmatch-result-23371.txt,"23371,",95.14
crossmatch-result-20317.txt,"20317,",92.58
crossmatch-result-20147.txt,"20147,",95.4
crossmatch-result-20825.txt,"20825,",94.33
crossmatch-result-20281.txt,"20281,",83.49
crossmatch-result-21381.txt,"21381,",92.44
crossmatch-result-21586.txt,"21586,",93.67
crossmatch-result-21100.txt,"21100,",95.07
crossmatch-result-21952.txt,"21952,",94.92
crossmatch-result-22023.txt,"22023,",95.48
crossmatch-result-20779.txt,"20779,",91.08
crossmatch-result-20582.txt,"20582,",94.66
crossmatch-result-22667.txt,"22667,",86.71
crossmatch-result-21412.txt,"21412,",94.46
crossmatch-result-21480.txt,"21480,",95.08
crossmatch-result-21482.txt,"21482,",95.42
crossmatch-result-22339.txt,"22339,",95.03
crossmatch-result-21073.txt,"21073,",93.49
crossmatch-result-20793.txt,"20793,",93.21
crossmatch-result-21749.txt,"21749,",94.37
crossmatch-result-22343.txt,"22343,",91.33
crossmatch-result-21563.txt,"21563,",94.86
crossmatch-result-21856.txt,"21856,",94.45
crossmatch-result-21860.txt,"21860,",94.68
crossmatch-result-20608.txt,"20608,",93.77
crossmatch-result-20360.txt,"20360,",95.15
crossmatch-result-20359.txt,"20359,",92.83
crossmatch-result-21134.txt,"21134,",94.99
crossmatch-result-21885.txt,"21885,",95.05
crossmatch-result-20305.txt,"20305,",88.36
crossmatch-result-23826.txt,"23826,",94.84
crossmatch-result-21652.txt,"21652,",92.99
crossmatch-result-20713.txt,"20713,",92.6
crossmatch-result-20783.txt,"20783,",89.59
crossmatch-result-23867.txt,"23867,",92.16
crossmatch-result-21846.txt,"21846,",93.88
crossmatch-result-22678.txt,"22678,",86.14
crossmatch-result-20656.txt,"20656,",87.84
crossmatch-result-22469.txt,"22469,",94.14
crossmatch-result-20801.txt,"20801,",94.61
crossmatch-result-22049.txt,"22049,",96.07
crossmatch-result-20395.txt,"20395,",92.85
crossmatch-result-21379.txt,"21379,",94.61
crossmatch-result-21808.txt,"21808,",94.75
crossmatch-result-20908.txt,"20908,",94.95
crossmatch-result-33090.txt,"33090,",87.61
crossmatch-result-29579.txt,"29579,",94.7
crossmatch-result-21993.txt,"21993,",93.02
crossmatch-result-20406.txt,"20406,",94.81
crossmatch-result-21376.txt,"21376,",94.4
crossmatch-result-20837.txt,"20837,",96.18
crossmatch-result-20494.txt,"20494,",92.74
crossmatch-result-21897.txt,"21897,",93.5
crossmatch-result-20331.txt,"20331,",93.75
crossmatch-result-22450.txt,"22450,",92.89
crossmatch-result-20578.txt,"20578,",95.14
crossmatch-result-21611.txt,"21611,",94.22
crossmatch-result-21548.txt,"21548,",93.52
crossmatch-result-22329.txt,"22329,",95.46
crossmatch-result-22521.txt,"22521,",91.39
crossmatch-result-20840.txt,"20840,",93.55
crossmatch-result-21180.txt,"21180,",95.07
crossmatch-result-22044.txt,"22044,",95.68
crossmatch-result-21849.txt,"21849,",94.16
crossmatch-result-22675.txt,"22675,",86.04
crossmatch-result-40925.txt,"40925,",94.52
crossmatch-result-21974.txt,"21974,",91.54
crossmatch-result-40928.txt,"40928,",94.68
crossmatch-result-21506.txt,"21506,",93.63
crossmatch-result-22884.txt,"22884,",94.27
crossmatch-result-22481.txt,"22481,",92.22
crossmatch-result-22562.txt,"22562,",91.9
crossmatch-result-25485.txt,"25485,",88.22
crossmatch-result-21443.txt,"21443,",92.45
crossmatch-result-25488.txt,"25488,",89.72
crossmatch-result-21935.txt,"21935,",94.4
crossmatch-result-21807.txt,"21807,",94.87
crossmatch-result-20752.txt,"20752,",92.82
crossmatch-result-21937.txt,"21937,",95.06
crossmatch-result-20687.txt,"20687,",93.66
crossmatch-result-29574.txt,"29574,",93.9
crossmatch-result-21594.txt,"21594,",94.07
crossmatch-result-20502.txt,"20502,",94.77
crossmatch-result-20766.txt,"20766,",94.04
crossmatch-result-20970.txt,"20970,",94.06
